-2.236067977499789450e+01,-5.601350283636974382e+03,-3.905078687584755244e+03,-6.614289077444378506e+01,-4.418470323539575872e+01,-4.391637507809580399e+01,-4.377335617025499960e+04,-1.198532435939888074e+01,-1.100145444929897209e+01,-6.747111515307863101e+02,-1.154797178683241725e+02,-2.341082957667348694e+02
0.000000000000000000e+00,3.227479666860815087e+03,8.524081792221119258e+01,4.670827257189971160e-01,5.019396455487825648e-01,-1.137110184669096746e-01,2.263375994279950731e+01,-5.917930388877618020e-02,-8.560859510193019606e-01,-3.547659840451355961e-02,-2.872903720563253938e+00,-8.427494892269881133e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665868991355654771e+03,1.632795388035787942e+00,5.626836834430493095e-02,-1.026679407149601930e+00,4.487020945457777543e+01,7.891028844098202377e-03,-1.280915776678820950e-01,1.336587426266070722e+01,2.104097673347660180e+00,-1.167760912897527170e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214395453188895146e+01,1.052462976717819076e+00,-2.169449887230577301e-01,-2.264339597459589370e+01,-1.950835635000043866e-01,-1.537150723571475974e-01,1.764416281712325940e+01,8.791987526076239234e-02,-5.669453045700737270e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.828521840573932877e+01,7.158146814324668483e-01,1.010686418314523749e+01,4.010573560471201171e-01,2.459532883173590756e-01,-1.338698273234386527e+01,8.176449576595912205e-01,9.942956151423350875e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788087087960001398e+01,-3.933622806308153486e+01,-3.534485045731108332e-01,5.358944843509853007e-01,1.995088254564978314e+01,-1.344335256349339591e+00,-3.258056858269466005e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.898643923429165170e+02,-1.932070833335963744e-02,-6.790361047430610864e-01,-1.192429954490511257e+00,5.030196984378061398e-01,-1.658092283093892227e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113661671275941067e+01,9.749809201840906603e-01,8.431641973043062066e+00,-1.134526787641395362e+00,-4.478108890940795561e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106506788610303182e+01,-1.912366951035652907e+00,5.732440065703107379e+00,-1.387135839708711060e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.565160365769532405e+02,-1.811353451390011138e+00,-5.925049503771969484e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.332621815680305133e+01,8.020370621704818959e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224311895842978402e+02
