1.000000000000000666e+00,4.440892098500626162e-16,-1.387778780781445676e-17,2.602085213965210642e-18,1.040834085586084257e-17,1.734723475976807094e-17,2.949029909160572061e-17,2.255140518769849223e-17,3.469446951953614189e-17,-3.122502256758252770e-17,3.469446951953614189e-18,4.336808689942017736e-18
4.440892098500626162e-16,1.000000000000000444e+00,-1.647987302177966740e-17,-3.209238430557093125e-17,2.688821387764050996e-17,3.252606517456513302e-17,-2.428612866367529932e-17,3.295974604355933479e-17,-3.079134169858832593e-17,2.255140518769849223e-17,1.734723475976807094e-17,4.423544863740858091e-17
-1.387778780781445676e-17,-1.647987302177966740e-17,1.000000000000000000e+00,1.908195823574487804e-17,6.938893903907228378e-17,6.245004513516505540e-17,3.469446951953614189e-18,2.428612866367529932e-17,1.387778780781445676e-17,-3.642919299551294898e-17,6.938893903907228378e-18,-2.775557561562891351e-17
2.602085213965210642e-18,-3.209238430557093125e-17,1.908195823574487804e-17,9.999999999999996669e-01,-3.469446951953614189e-18,1.908195823574487804e-17,-2.775557561562891351e-17,-6.938893903907228378e-18,2.428612866367529932e-17,-2.602085213965210642e-17,-4.163336342344337027e-17,-1.734723475976807094e-17
1.040834085586084257e-17,2.688821387764050996e-17,6.938893903907228378e-17,-3.469446951953614189e-18,1.000000000000000222e+00,3.469446951953614189e-18,-2.428612866367529932e-17,2.255140518769849223e-17,-4.336808689942017736e-17,1.734723475976807094e-17,2.428612866367529932e-17,-2.667137344314340908e-17
1.734723475976807094e-17,3.252606517456513302e-17,6.245004513516505540e-17,1.908195823574487804e-17,3.469446951953614189e-18,9.999999999999991118e-01,1.387778780781445676e-17,2.515349040166370287e-17,-3.295974604355933479e-17,1.734723475976807094e-17,-1.561251128379126385e-17,7.979727989493312634e-17
2.949029909160572061e-17,-2.428612866367529932e-17,3.469446951953614189e-18,-2.775557561562891351e-17,-2.428612866367529932e-17,1.387778780781445676e-17,1.000000000000000444e+00,0.000000000000000000e+00,3.469446951953614189e-17,-6.938893903907228378e-18,-2.081668171172168513e-17,2.775557561562891351e-17
2.255140518769849223e-17,3.295974604355933479e-17,2.428612866367529932e-17,-6.938893903907228378e-18,2.255140518769849223e-17,2.515349040166370287e-17,0.000000000000000000e+00,9.999999999999997780e-01,8.673617379884035472e-18,6.938893903907228378e-18,-1.734723475976807094e-18,-2.428612866367529932e-17
3.469446951953614189e-17,-3.079134169858832593e-17,1.387778780781445676e-17,2.428612866367529932e-17,-4.336808689942017736e-17,-3.295974604355933479e-17,3.469446951953614189e-17,8.673617379884035472e-18,1.000000000000000000e+00,6.938893903907228378e-18,-3.469446951953614189e-17,-2.081668171172168513e-17
-3.122502256758252770e-17,2.255140518769849223e-17,-3.642919299551294898e-17,-2.602085213965210642e-17,1.734723475976807094e-17,1.734723475976807094e-17,-6.938893903907228378e-18,6.938893903907228378e-18,6.938893903907228378e-18,9.999999999999997780e-01,0.000000000000000000e+00,-6.938893903907228378e-17
3.469446951953614189e-18,1.734723475976807094e-17,6.938893903907228378e-18,-4.163336342344337027e-17,2.428612866367529932e-17,-1.561251128379126385e-17,-2.081668171172168513e-17,-1.734723475976807094e-18,-3.469446951953614189e-17,0.000000000000000000e+00,1.000000000000000000e+00,-3.469446951953614189e-18
4.336808689942017736e-18,4.423544863740858091e-17,-2.775557561562891351e-17,-1.734723475976807094e-17,-2.667137344314340908e-17,7.979727989493312634e-17,2.775557561562891351e-17,-2.428612866367529932e-17,-2.081668171172168513e-17,-6.938893903907228378e-17,-3.469446951953614189e-18,9.999999999999996669e-01
